GOID	TERM
GO:0097533	cellular stress response to acid chemical
GO:0097336	response to risperidone
GO:0097069	cellular response to thyroxine stimulus
GO:1904014	response to serotonin
GO:0071247	cellular response to chromate
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide
GO:0097700	vascular endothelial cell response to laminar fluid shear stress
GO:1904645	response to amyloid-beta
GO:0036015	response to interleukin-3
GO:0034342	response to type III interferon
GO:0071473	cellular response to cation stress
GO:0050981	detection of electrical stimulus
GO:0000724	double-strand break repair via homologous recombination
GO:0071453	cellular response to oxygen levels
GO:1904482	cellular response to tetrahydrofolate
GO:0071216	cellular response to biotic stimulus
GO:0009270	response to humidity
GO:0071290	cellular response to platinum ion
GO:0075293	response to host pH environment
GO:0009961	response to 1-aminocyclopropane-1-carboxylic acid
GO:1904620	cellular response to dimethyl sulfoxide
GO:0072476	response to mitotic spindle checkpoint signaling
GO:1904842	response to nitroglycerin
GO:0071388	cellular response to cortisone stimulus
GO:0050966	detection of mechanical stimulus involved in sensory perception of pain
GO:0097307	response to farnesol
GO:0072761	cellular response to capsazepine
GO:0061476	response to anticoagulant
GO:1904614	response to biphenyl
GO:0071346	cellular response to type II interferon
GO:0072734	cellular response to staurosporine
GO:1903967	response to micafungin
GO:0002466	peripheral tolerance induction to self antigen
GO:0072702	response to methyl methanesulfonate
GO:0006950	response to stress
GO:0016036	cellular response to phosphate starvation
GO:0045991	carbon catabolite activation of transcription
GO:0097702	response to oscillatory fluid shear stress
GO:0072710	response to hydroxyurea
GO:0071559	response to transforming growth factor beta
GO:0072482	response to mitotic cell cycle spindle orientation checkpoint signaling
GO:0009588	UV-A, blue light phototransduction
GO:0009721	detection of auxin stimulus
GO:0036298	recombinational interstrand cross-link repair
GO:0002215	defense response to nematode
GO:0014899	cardiac muscle atrophy
GO:0051873	killing by host of symbiont cells
GO:0009741	response to brassinosteroid
GO:0097715	cellular response to viscosity
GO:0080026	response to indolebutyric acid
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus
GO:0033274	response to vitamin B2
GO:0097308	cellular response to farnesol
GO:0001583	detection of chemical stimulus involved in sensory perception of salty taste
GO:1904566	cellular response to 1-oleoyl-sn-glycerol 3-phosphate
GO:1902518	response to cyclophosphamide
GO:0071277	cellular response to calcium ion
GO:0071348	cellular response to interleukin-11
GO:0036448	cellular response to glucose-phosphate stress
GO:0002544	chronic inflammatory response
GO:1904636	response to ionomycin
GO:0010213	non-photoreactive DNA repair
GO:1902778	response to alkane
GO:1904558	response to dextromethorphan
GO:0071731	response to nitric oxide
GO:0051384	response to glucocorticoid
GO:0036279	positive regulation of protein export from nucleus in response to glucose starvation
GO:0036245	cellular response to menadione
GO:0000725	recombinational repair
GO:0071470	cellular response to osmotic stress
GO:1901498	response to tetralin
GO:0070999	detection of mechanical stimulus involved in sensory perception of gravity
GO:0002246	wound healing involved in inflammatory response
GO:0075138	response to host oxygen tension environment
GO:0120303	visually-mediated background adaptation
GO:0034976	response to endoplasmic reticulum stress
GO:1905092	response to diosgenin
GO:0071397	cellular response to cholesterol
GO:1905377	response to D-galactose
GO:0000437	carbon catabolite repression of transcription from RNA polymerase II promoter
GO:1905232	cellular response to L-glutamate
